"Title","Features.Handheld?","Features.Max Players","Features.Multiplatform?","Features.Online?","Metadata.Genres","Metadata.Licensed?","Metadata.Publishers","Metadata.Sequel?","Metrics.Review Score","Metrics.Sales","Metrics.Used Price","Release.Console","Release.Rating","Release.Re-release?","Release.Year","Length.All PlayStyles.Average","Length.All PlayStyles.Leisure","Length.All PlayStyles.Median","Length.All PlayStyles.Polled","Length.All PlayStyles.Rushed","Length.Completionists.Average","Length.Completionists.Leisure","Length.Completionists.Median","Length.Completionists.Polled","Length.Completionists.Rushed","Length.Main + Extras.Average","Length.Main + Extras.Leisure","Length.Main + Extras.Median","Length.Main + Extras.Polled","Length.Main + Extras.Rushed","Length.Main Story.Average","Length.Main Story.Leisure","Length.Main Story.Median","Length.Main Story.Polled","Length.Main Story.Rushed"
"Marvel Ultimate Alliance","True","4","True","True","Action,Role-Playing (RPG)","True","Activision","True","78","0.33","24.95","PlayStation 3","M","True","2006","15.25","27.583333333333332","14.0","68","10.3","25.383333333333333","30.05","24.816666666666666","3","20.733333333333334","17.633333333333333","28.933333333333334","17.0","26","12.85","12.866666666666667","20.633333333333333","12.366666666666667","39","9.3"
"Tiger Woods PGA Tour 07","True","4","True","True","Sports","True","EA","True","81","0.32","14.95","PlayStation 3","E","True","2006","10.0","10.0","10.0","1","10.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","10.0","10.0","10.0","1","10.0"
"Ace Combat X: Skies of Deception","True","1","True","True","Action,Simulation","True","Namco","True","75","0.32","22.95","Sony PSP","E","True","2006","4.883333333333333","8.5","4.116666666666666","14","3.0833333333333335","12.5","12.5","12.5","1","12.5","4.516666666666667","4.95","4.733333333333333","4","3.9833333333333334","4.183333333333334","6.483333333333333","3.75","9","2.8166666666666664"
"Killzone: Liberation","True","1","True","True","Action,Strategy","True","Sony","True","77","0.32","16.95","Sony PSP","M","True","2006","8.3","11.066666666666666","8.0","26","6.866666666666667","9.533333333333333","10.316666666666666","9.533333333333333","2","8.766666666666667","10.533333333333333","12.25","10.45","5","8.866666666666667","7.583333333333333","9.866666666666667","7.9","19","6.666666666666667"
"F.E.A.R.: First Encounter Assault Recon","True","1","True","True","Action","True","","True","85","0.32","17.95","X360","E","True","2006","9.4","18.6","9.0","557","6.6","11.9","17.433333333333334","11.866666666666667","62","8.383333333333333","10.933333333333334","19.25","10.066666666666666","106","7.983333333333333","8.583333333333334","13.25","8.416666666666666","389","6.25"
"NBA 2K7","True","7","True","True","Sports","True","2K","True","80","0.31","7.95","PlayStation 3","E","True","2006","8.183333333333334","8.766666666666667","8.183333333333334","2","7.583333333333333","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","8.183333333333334","8.766666666666667","8.183333333333334","2","7.583333333333333"
"Tony Hawk's Project 8","True","2","True","True","Sports","True","Activision","True","76","0.3","14.95","PlayStation 3","T","True","2006","17.166666666666668","19.533333333333335","17.0","11","15.333333333333334","0.0","0.0","0.0","0","0.0","18.433333333333334","20.2","18.383333333333333","4","16.7","16.433333333333334","17.733333333333334","17.0","7","15.15"
"Avatar: The Last Airbender","True","1","True","True","Action","True","THQ","True","64","0.3","17.95","Nintendo DS","E","True","2006","4.75","6.433333333333334","5.0","11","2.6","4.066666666666666","6.016666666666667","4.0","5","2.183333333333333","0.0","0.0","0.0","0","0.0","5.333333333333333","6.583333333333333","6.0","6","3.5"
"Castlevania: Portrait of Ruin","True","1","True","True","Action","True","Konami","True","85","0.3","17.95","Nintendo DS","M","True","2006","13.133333333333333","26.016666666666666","12.0","80","8.383333333333333","23.133333333333333","31.5","23.9","9","19.25","12.583333333333334","18.633333333333333","12.0","37","9.25","11.1","15.75","10.533333333333333","34","7.5"
"Hitman: Blood Money","True","1","True","True","Action","True","Eidos","True","82","0.29","22.95","X360","E","True","2006","14.066666666666666","29.766666666666666","13.0","187","8.266666666666667","19.333333333333332","32.55","18.9","23","13.9","16.083333333333332","23.7","14.75","58","10.416666666666666","11.816666666666666","16.45","12.0","106","7.45"
"Rockstar Games presents Table Tennis","True","2","True","True","Sports","True","Rockstar","True","81","0.28","9.95","X360","M","True","2006","6.0","6.0","6.0","2","6.0","0.0","0.0","0.0","0","0.0","6.0","6.0","6.0","1","6.0","6.0","6.0","6.0","1","6.0"
"Trauma Center: Second Opinion","True","1","True","True","Action,Simulation","True","Nintendo","True","80","0.28","17.95","Nintendo Wii","T","True","2006","9.216666666666667","12.55","9.0","19","6.7","16.0","16.0","16.0","1","16.0","10.083333333333334","12.033333333333333","10.083333333333334","2","8.133333333333333","8.683333333333334","11.633333333333333","8.5","16","6.45"
"Tenchu Z","True","1","True","True","Action","True","Microsoft","True","56","0.28","14.95","X360","E","True","2006","34.03333333333333","48.81666666666667","21.25","8","19.816666666666666","59.0","66.5","67.0","3","51.5","12.0","12.0","12.0","1","12.0","20.816666666666666","21.166666666666668","20.883333333333333","4","20.416666666666668"
"Elite Beat Agents","True","1","True","True","Action","True","Nintendo","True","87","0.27","9.95","Nintendo DS","M","True","2006","10.266666666666667","26.183333333333334","4.5","51","4.183333333333334","30.45","38.85","35.0","11","20.35","6.4","10.3","4.5","10","3.55","4.15","6.033333333333333","4.0","30","2.533333333333333"
"Street Fighter Alpha 3 MAX","True","1","True","True","Action","True","Capcom","True","80","0.27","14.95","Sony PSP","M","True","2006","3.0","3.5","3.0","2","2.5","0.0","0.0","0.0","0","0.0","4.0","4.0","4.0","1","4.0","2.0","2.0","2.0","1","2.0"
"Blue Dragon","True","1","True","True","Role-Playing (RPG)","True","Microsoft","True","79","0.27","14.95","X360","T","True","2006","59.916666666666664","88.16666666666667","51.71666666666667","68","42.53333333333333","99.13333333333334","110.8","103.0","9","88.86666666666666","59.95","86.73333333333333","55.0","36","45.06666666666667","44.5","52.9","46.03333333333333","23","37.266666666666666"
"The Lord of the Rings: The Battle for Middle Ea...","True","1","True","True","Strategy","True","EA","True","79","0.27","19.95","X360","T","True","2006","20.433333333333334","34.25","16.583333333333332","22","14.75","27.85","38.2","25.0","8","19.466666666666665","18.883333333333333","20.333333333333332","20.0","5","17.8","14.716666666666667","19.3","14.5","9","12.8"
"Prey","True","1","True","True","Action","True","2K","True","79","0.27","14.95","X360","T","True","2006","8.35","16.8","8.0","135","6.266666666666667","12.833333333333334","18.933333333333334","12.0","12","9.15","9.316666666666666","12.066666666666666","9.0","28","7.483333333333333","7.5","9.866666666666667","7.95","95","6.05"
"Over the Hedge","True","1","True","True","Adventure","True","Activision","True","71","0.26","16.95","Nintendo DS","E","True","2006","7.216666666666667","10.783333333333333","5.933333333333334","4","4.283333333333333","15.0","15.0","15.0","1","15.0","5.933333333333334","6.166666666666667","5.933333333333334","2","5.7","2.0","2.0","2.0","1","2.0"
"Capcom Classics Collection Reloaded","True","1","True","True","Action","True","Capcom","True","75","0.26","17.95","Sony PSP","T","True","2006","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Pirates of the Caribbean: Dead Man's Chest","True","1","True","True","Action","True","","True","52","0.26","14.95","Sony PSP","T","True","2006","2.6833333333333336","3.1666666666666665","2.5","4","2.283333333333333","3.75","3.75","3.75","1","3.75","2.8333333333333335","2.8333333333333335","2.8333333333333335","1","2.8333333333333335","2.0833333333333335","2.1166666666666667","2.0833333333333335","2","2.033333333333333"
"NHL 07 ","True","1","True","True","Sports","True","EA","True","79","0.26","5.95","X360","T","True","2006","9.0","9.5","9.0","2","8.5","8.0","8.0","8.0","1","8.0","0.0","0.0","0.0","0","0.0","10.0","10.0","10.0","1","10.0"
"Monster Hunter Freedom","True","1","True","True","Action,Strategy","True","Capcom","True","71","0.25","12.95","Sony PSP","E","True","2006","279.73333333333335","445.2","101.1","6","120.2","683.1333333333333","691.5666666666667","683.1333333333333","2","674.7","84.06666666666666","103.11666666666666","76.0","3","65.01666666666667","60.0","60.0","60.0","1","60.0"
"Chromehounds","True","1","True","True","Action,Simulation,Strategy","True","Sega","True","71","0.25","14.95","X360","T","True","2006","32.666666666666664","48.166666666666664","16.0","3","17.166666666666668","72.0","72.0","72.0","1","72.0","16.0","16.0","16.0","1","16.0","10.0","10.0","10.0","1","10.0"
"Test Drive Unlimited","True","1","True","True","Racing / Driving","True","Atari","True","82","0.25","17.95","X360","T","True","2006","53.4","101.96666666666667","38.5","22","32.96666666666667","112.66666666666667","132.16666666666666","100.0","3","93.16666666666667","55.666666666666664","96.41666666666667","50.0","11","41.416666666666664","28.083333333333332","32.016666666666666","30.0","8","24.516666666666666"
"Dragon Ball Z: Budokai Tenkaichi 2","True","2","True","True","Action","True","Atari","True","72","0.24","14.95","Nintendo Wii","E","True","2006","17.633333333333333","30.55","14.6","16","12.566666666666666","28.883333333333333","35.96666666666667","25.0","5","24.716666666666665","14.0","17.05","14.2","5","11.55","11.283333333333333","12.816666666666666","10.0","6","10.3"
"Dragon Quest Monsters: Joker","True","1","True","True","Role-Playing (RPG)","True","SquareEnix","True","75","0.24","14.95","Nintendo DS","T","True","2006","37.96666666666667","62.03333333333333","37.65","14","25.033333333333335","63.63333333333333","74.95","63.63333333333333","2","52.31666666666667","30.033333333333335","37.46666666666667","35.833333333333336","3","22.6","34.9","39.55","37.3","9","30.416666666666668"
"Pirates of the Caribbean: Dead Man's Chest","True","1","True","True","Action","True","","True","63","0.24","11.95","Nintendo DS","E","True","2006","2.6833333333333336","3.1666666666666665","2.5","4","2.283333333333333","3.75","3.75","3.75","1","3.75","2.8333333333333335","2.8333333333333335","2.8333333333333335","1","2.8333333333333335","2.0833333333333335","2.1166666666666667","2.0833333333333335","2","2.033333333333333"
"NFL Street 3","True","1","True","True","Action,Sports","True","EA","True","68","0.24","14.95","Sony PSP","T","True","2006","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Syphon Filter: Dark Mirror","True","1","True","True","Action","True","Sony","True","87","0.24","12.95","Sony PSP","M","True","2006","8.466666666666667","11.433333333333334","7.283333333333333","8","6.683333333333334","15.0","15.0","15.0","1","15.0","9.25","10.083333333333334","9.25","2","8.416666666666666","6.85","7.333333333333333","7.0","5","6.2"
"NBA 07","True","4","True","True","Sports","True","Sony","True","63","0.23","6.95","PlayStation 3","T","True","2006","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Ridge Racer 7","True","2","True","True","Racing / Driving","True","Namco,Sony","True","78","0.23","19.95","PlayStation 3","E","True","2006","21.25","33.43333333333333","12.5","4","13.433333333333334","50.0","50.0","50.0","1","50.0","15.0","15.0","15.0","1","15.0","10.0","10.0","10.0","2","10.0"
"The Outfit","True","2","True","True","Action","True","THQ","True","70","0.23","14.95","X360","E","True","2006","7.866666666666667","7.933333333333334","7.866666666666667","2","7.8","0.0","0.0","0.0","0","0.0","7.75","7.75","7.75","1","7.75","8.0","8.0","8.0","1","8.0"
"Elebits","True","4","True","True","Action","True","Konami","True","75","0.22","14.95","Nintendo Wii","T","True","2006","8.016666666666667","9.25","9.0","5","6.3","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","8.016666666666667","9.25","9.0","5","6.3"
"Tony Hawk's Downhill Jam","True","1","True","True","Racing / Driving,Sports","True","Activision","True","76","0.22","14.95","Nintendo DS","T","True","2006","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"The Sims 2: Pets","True","1","True","True","Simulation","True","EA","True","57","0.21","17.95","Sony PSP","T","True","2006","27.7","31.55","27.7","2","23.85","0.0","0.0","0.0","0","0.0","27.7","31.55","27.7","2","23.85","0.0","0.0","0.0","0","0.0"
"Tiger Woods PGA Tour 07","True","1","True","True","Sports","True","EA","True","78","0.21","12.95","Sony PSP","E","True","2006","10.0","10.0","10.0","1","10.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","10.0","10.0","10.0","1","10.0"
"Thrillville","True","1","True","True","Simulation,Strategy","True","Atari","True","72","0.2","14.95","Sony PSP","E","True","2006","8.233333333333333","8.233333333333333","8.233333333333333","1","8.233333333333333","0.0","0.0","0.0","0","0.0","8.233333333333333","8.233333333333333","8.233333333333333","1","8.233333333333333","0.0","0.0","0.0","0","0.0"
"The Godfather: The Game","True","1","True","True","Action","True","EA","True","77","0.2","17.95","X360","T","True","2006","21.15","31.283333333333335","20.0","42","12.45","27.566666666666666","33.63333333333333","29.0","11","17.416666666666668","23.766666666666666","32.7","23.066666666666666","17","17.15","12.933333333333334","15.483333333333333","15.0","14","9.15"
"Rampage: Total Destruction","True","4","True","True","Action","True","Midway","True","46","0.19","16.95","Nintendo Wii","E","True","2006","5.0","5.0","5.0","1","5.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","5.0","5.0","5.0","1","5.0"
"College Hoops 2K7","True","4","True","True","Sports","True","2K","True","82","0.19","6.95","X360","T","True","2006","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Far Cry: Instincts - Predator","True","4","True","True","Action","True","Ubisoft","True","78","0.19","17.95","X360","E","True","2006","18.766666666666666","23.416666666666668","17.916666666666668","7","16.333333333333332","20.0","20.0","20.0","1","20.0","21.4","24.1","18.0","3","18.716666666666665","15.733333333333333","16.633333333333333","14.983333333333333","3","14.85"
"Full Auto","True","2","True","True","Action,Racing / Driving","True","Sega","True","70","0.19","16.95","X360","E","True","2006","5.0","5.0","5.0","1","5.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","5.0","5.0","5.0","1","5.0"
"Age of Empires: The Age of Kings","True","1","True","True","Strategy","True","","True","80","0.19","17.95","Nintendo DS","T","True","2006","57.85","156.95","50.0","38","32.78333333333333","62.416666666666664","83.1","70.0","9","39.1","75.93333333333334","164.23333333333332","61.0","10","40.06666666666667","46.15","73.03333333333333","46.0","19","29.033333333333335"
"Need for Speed: Carbon - Own the City","True","1","True","True","Action,Racing / Driving","True","EA","True","70","0.19","14.95","Nintendo DS","T","True","2006","18.033333333333335","19.183333333333334","18.033333333333335","2","16.866666666666667","20.35","20.35","20.35","1","20.35","0.0","0.0","0.0","0","0.0","15.716666666666667","15.716666666666667","15.716666666666667","1","15.716666666666667"
"Brothers in Arms: D-Day","True","1","True","True","Action","True","Ubisoft","True","65","0.19","6.95","Sony PSP","T","True","2006","8.0","8.0","8.0","2","8.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","8.0","8.0","8.0","2","8.0"
"Family Guy Video Game!","True","1","True","True","Action","True","2K","True","51","0.19","19.95","Sony PSP","M","True","2006","6.1","7.483333333333333","5.883333333333333","5","4.983333333333333","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","6.1","7.483333333333333","5.883333333333333","5","4.983333333333333"
"Superman Returns","True","1","True","True","Action","True","EA","True","51","0.19","7.95","X360","E","True","2006","18.766666666666666","22.683333333333334","22.0","5","13.683333333333334","21.716666666666665","23.55","22.5","4","19.483333333333334","0.0","0.0","0.0","0","0.0","7.0","7.0","7.0","1","7.0"
